"","unique_id","age_bin","gender","race","state","population","gun_ownership","crime_per_10e6","unemploy_rate"
"350",27628,"25-34","Male","Hispanic/Latino","AZ",7278717,0.463,484.8,0.079
"351",27629,"15-24","Male","African-American/Black","KS",2913314,0.489,425,0.059
"352",27630,"35-54","Male","European-American/White","MN",5639632,0.428,277.5,0.062
"353",27631,"15-24","Male","Hispanic/Latino","WA",7614893,0.421,293.7,0.084
"354",27632,"35-54","Male","Race unspecified","CA",39512223,0.283,442,0.101
"355",27633,"35-54","Male","Hispanic/Latino","TX",28995881,0.457,446.5,0.076
"356",27634,"35-54","Male","European-American/White","NV",3080156,0.473,460.3,0.128
"357",27635,"35-54","Male","African-American/Black","WI",5822434,0.453,323.4,0.063
"358",27636,"35-54","Male","Hispanic/Latino","NM",2096829,0.462,778.3,0.084
"359",27637,"25-34","Male","European-American/White","NC",10488084,0.458,419.3,0.073
"360",27638,"25-34","Male","Hispanic/Latino","CA",39512223,0.283,442,0.101
"361",27639,"35-54","Male","Race unspecified","CA",39512223,0.283,442,0.101
"362",27640,"15-24","Male","European-American/White","TX",28995881,0.457,446.5,0.076
"363",27641,"25-34","Male","African-American/Black","IL",12671821,0.278,425.9,0.095
"364",27642,"35-54","Male","European-American/White","GA",10617423,0.492,400.1,0.065
"365",27643,"15-24","Female","Race unspecified","MI",9986857,0.402,478,0.099
"366",27644,"35-54","Male","European-American/White","CO",5758736,0.451,423.1,0.073
"367",27645,"25-34","Male","European-American/White","MO",6137428,0.488,542.7,0.061
"368",27646,"35-54","Male","African-American/Black","SC",5148714,0.494,530.7,0.062
"369",27647,"35-54","Male","Race unspecified","OH",11689100,0.4,308.8,0.081
"370",27648,"55-74","Male","European-American/White","TX",28995881,0.457,446.5,0.076
"371",27649,"25-34","Male","Race unspecified","CA",39512223,0.283,442,0.101
"372",27650,"25-34","Male","Race unspecified","LA",4648794,0.531,639.4,0.083
"373",27651,"15-24","Male","African-American/Black","NJ",8882190,0.147,195.4,0.098
"374",27652,"35-54","Male","Race unspecified","FL",21477737,0.353,383.6,0.077
"375",27653,"35-54","Male","European-American/White","ID",1787065,0.601,242.6,0.054
"376",27654,"35-54","Male","European-American/White","AR",3017804,0.572,671.9,0.061
"377",27655,"25-34","Male","Race unspecified","TN",6829174,0.516,672.7,0.075
"378",27656,"25-34","Male","Race unspecified","FL",21477737,0.353,383.6,0.077
"379",27657,"35-54","Male","European-American/White","MD",6045680,0.302,399.9,0.068
"380",27658,"35-54","Male","European-American/White","WA",7614893,0.421,293.7,0.084
"381",27659,"25-34","Male","African-American/Black","IN",6732219,0.448,357.7,0.071
"382",27660,"25-34","Male","African-American/Black","PA",12801989,0.407,389.5,0.091
"383",27661,"25-34","Male","Race unspecified","MO",6137428,0.488,542.7,0.061
"384",27662,"35-54","Male","European-American/White","MN",5639632,0.428,277.5,0.062
"385",27663,"35-54","Male","European-American/White","MN",5639632,0.428,277.5,0.062
"386",27664,"55-74","Male","Race unspecified","NC",10488084,0.458,419.3,0.073
"387",27665,"55-74","Male","European-American/White","AL",4903185,0.555,453.6,0.059
"388",27666,"25-34","Male","European-American/White","VA",8535519,0.446,208.7,0.062
"389",27667,"15-24","Male","African-American/Black","OH",11689100,0.4,308.8,0.081
"390",27668,"35-54","Male","European-American/White","OK",3956971,0.547,458.6,0.061
"391",27669,"15-24","Male","African-American/Black","TX",28995881,0.457,446.5,0.076
"392",27670,"35-54","Male","Race unspecified","AZ",7278717,0.463,484.8,0.079
"393",27671,"25-34","Male","Race unspecified","CA",39512223,0.283,442,0.101
"394",27672,"25-34","Male","Race unspecified","PA",12801989,0.407,389.5,0.091
"395",27673,"15-24","Male","Race unspecified","MO",6137428,0.488,542.7,0.061
"396",27674,"35-54","Male","European-American/White","OH",11689100,0.4,308.8,0.081
"397",27675,"75+","Male","European-American/White","AZ",7278717,0.463,484.8,0.079
"398",27676,"55-74","Male","Race unspecified","AL",4903185,0.555,453.6,0.059
"399",27677,"25-34","Male","European-American/White","TX",28995881,0.457,446.5,0.076
"400",27678,"25-34","Male","African-American/Black","TX",28995881,0.457,446.5,0.076
"401",27679,"25-34","Female","Hispanic/Latino","CA",39512223,0.283,442,0.101
"402",27680,"35-54","Male","Race unspecified","CA",39512223,0.283,442,0.101
"403",27681,"35-54","Male","European-American/White","FL",21477737,0.353,383.6,0.077
"404",27682,"35-54","Male","European-American/White","GA",10617423,0.492,400.1,0.065
"405",27683,"35-54","Male","African-American/Black","VA",8535519,0.446,208.7,0.062
"406",27684,"35-54","Male","Race unspecified","CA",39512223,0.283,442,0.101
"407",27685,"15-24","Male","European-American/White","GA",10617423,0.492,400.1,0.065
"408",27686,"35-54","Male","European-American/White","VA",8535519,0.446,208.7,0.062
"409",27687,"25-34","Male","Race unspecified","AL",4903185,0.555,453.6,0.059
"410",27688,"35-54","Female","European-American/White","VA",8535519,0.446,208.7,0.062
"411",27689,"35-54","Male","European-American/White","AK",731545,0.645,837.8,0.078
"412",27690,"25-34","Male","African-American/Black","FL",21477737,0.353,383.6,0.077
"413",27691,"55-74","Male","European-American/White","MN",5639632,0.428,277.5,0.062
"414",27692,"35-54","Female","European-American/White","CA",39512223,0.283,442,0.101
"415",27693,"35-54","Male","Hispanic/Latino","TX",28995881,0.457,446.5,0.076
"416",27694,"35-54","Male","Race unspecified","FL",21477737,0.353,383.6,0.077
"417",27695,"35-54","Male","Hispanic/Latino","CA",39512223,0.283,442,0.101
"418",27696,"55-74","Male","European-American/White","TX",28995881,0.457,446.5,0.076
"419",27697,"35-54","Male","European-American/White","MO",6137428,0.488,542.7,0.061
"420",27698,"35-54","Male","European-American/White","KS",2913314,0.489,425,0.059
"421",27699,"35-54","Male","European-American/White","FL",21477737,0.353,383.6,0.077
"422",27700,"25-34","Female","European-American/White","AK",731545,0.645,837.8,0.078
"423",27701,"15-24","Male","European-American/White","MD",6045680,0.302,399.9,0.068
"424",27703,"25-34","Female","African-American/Black","KY",4467673,0.546,259.1,0.066
"425",27704,"25-34","Male","Race unspecified","WA",7614893,0.421,293.7,0.084
"426",27705,"35-54","Male","European-American/White","MS",2976149,0.558,291.2,0.081
"427",27706,"35-54","Male","African-American/Black","MO",6137428,0.488,542.7,0.061
"428",27707,"35-54","Male","Asian/Pacific Islander","TX",28995881,0.457,446.5,0.076
"429",27708,"55-74","Male","European-American/White","PA",12801989,0.407,389.5,0.091
"430",27709,"35-54","Male","Hispanic/Latino","OK",3956971,0.547,458.6,0.061
"431",27710,"35-54","Male","European-American/White","TN",6829174,0.516,672.7,0.075
"432",27711,"25-34","Male","European-American/White","KY",4467673,0.546,259.1,0.066
"433",27712,"25-34","Male","Race unspecified","CA",39512223,0.283,442,0.101
"434",27713,"15-24","Male","European-American/White","CO",5758736,0.451,423.1,0.073
"435",27714,"35-54","Male","Race unspecified","FL",21477737,0.353,383.6,0.077
"436",27715,"25-34","Male","European-American/White","OR",4217737,0.508,291.9,0.076
"437",27716,"25-34","Male","Hispanic/Latino","NM",2096829,0.462,778.3,0.084
"438",27717,"25-34","Male","European-American/White","NC",10488084,0.458,419.3,0.073
"439",27718,"25-34","Male","Hispanic/Latino","MO",6137428,0.488,542.7,0.061
"440",27719,"25-34","Female","Hispanic/Latino","CA",39512223,0.283,442,0.101
"441",27720,"55-74","Female","African-American/Black","WI",5822434,0.453,323.4,0.063
"442",27721,"35-54","Male","European-American/White","MT",1068778,0.663,469.8,0.059
"443",27722,"15-24","Male","European-American/White","VA",8535519,0.446,208.7,0.062
"444",27723,"35-54","Female","European-American/White","PA",12801989,0.407,389.5,0.091
"445",27724,"35-54","Male","Race unspecified","FL",21477737,0.353,383.6,0.077
"446",27725,"55-74","Male","Hispanic/Latino","TX",28995881,0.457,446.5,0.076
"447",27726,"55-74","Male","Race unspecified","NC",10488084,0.458,419.3,0.073
"448",27727,"35-54","Male","African-American/Black","IA",3155070,0.436,303.5,0.053
"449",27728,"55-74","Male","Race unspecified","AZ",7278717,0.463,484.8,0.079
"450",27729,"35-54","Male","African-American/Black","GA",10617423,0.492,400.1,0.065
"451",27730,"35-54","Male","Hispanic/Latino","AZ",7278717,0.463,484.8,0.079
"452",27731,"35-54","Male","European-American/White","CO",5758736,0.451,423.1,0.073
"453",27732,"55-74","Male","African-American/Black","MD",6045680,0.302,399.9,0.068
"454",27733,"35-54","Male","Race unspecified","FL",21477737,0.353,383.6,0.077
"455",27734,"25-34","Male","African-American/Black","TX",28995881,0.457,446.5,0.076
"456",27735,"55-74","Male","African-American/Black","LA",4648794,0.531,639.4,0.083
"457",27736,"55-74","Male","European-American/White","IN",6732219,0.448,357.7,0.071
"458",27737,"35-54","Male","African-American/Black","FL",21477737,0.353,383.6,0.077
"459",27738,"35-54","Male","European-American/White","NY",19453561,0.199,363.8,0.1
"460",27739,"25-34","Male","Race unspecified","NC",10488084,0.458,419.3,0.073
"461",27740,"25-34","Male","European-American/White","MO",6137428,0.488,542.7,0.061
"462",27741,"55-74","Male","Race unspecified","CA",39512223,0.283,442,0.101
"463",27742,"25-34","Male","African-American/Black","FL",21477737,0.353,383.6,0.077
"464",27743,"15-24","Male","African-American/Black","GA",10617423,0.492,400.1,0.065
"465",27744,"15-24","Male","African-American/Black","VA",8535519,0.446,208.7,0.062
"466",27745,"35-54","Male","European-American/White","TN",6829174,0.516,672.7,0.075
"467",27746,"35-54","Male","European-American/White","AL",4903185,0.555,453.6,0.059
"468",27747,"25-34","Male","Race unspecified","UT",3205958,0.468,260.7,0.047
"469",27748,"25-34","Male","Race unspecified","CA",39512223,0.283,442,0.101
"470",27749,"35-54","Male","Race unspecified","FL",21477737,0.353,383.6,0.077
"471",27750,"55-74","Male","Race unspecified","CA",39512223,0.283,442,0.101
"472",27751,"35-54","Male","Hispanic/Latino","TX",28995881,0.457,446.5,0.076
"473",27754,"35-54","Male","African-American/Black","NY",19453561,0.199,363.8,0.1
"474",27755,"55-74","Male","Race unspecified","AL",4903185,0.555,453.6,0.059
"475",27756,"35-54","Male","Race unspecified","NM",2096829,0.462,778.3,0.084
"476",27757,"35-54","Male","Race unspecified","FL",21477737,0.353,383.6,0.077
"477",27758,"35-54","Female","Race unspecified","IN",6732219,0.448,357.7,0.071
"478",27759,"25-34","Male","European-American/White","NM",2096829,0.462,778.3,0.084
"479",27760,"35-54","Male","European-American/White","CA",39512223,0.283,442,0.101
"480",27761,"35-54","Male","Race unspecified","IN",6732219,0.448,357.7,0.071
"481",27762,"35-54","Male","European-American/White","LA",4648794,0.531,639.4,0.083
"482",27763,"35-54","Male","European-American/White","MO",6137428,0.488,542.7,0.061
"483",27764,"25-34","Male","European-American/White","NY",19453561,0.199,363.8,0.1
"484",27765,"25-34","Female","European-American/White","WA",7614893,0.421,293.7,0.084
"485",27766,"35-54","Male","European-American/White","NC",10488084,0.458,419.3,0.073
"486",27767,"25-34","Male","Hispanic/Latino","TX",28995881,0.457,446.5,0.076
"487",27768,"15-24","Male","European-American/White","NV",3080156,0.473,460.3,0.128
"488",27769,"25-34","Male","European-American/White","OH",11689100,0.4,308.8,0.081
"489",27770,"35-54","Male","European-American/White","AR",3017804,0.572,671.9,0.061
"490",27771,"55-74","Female","European-American/White","FL",21477737,0.353,383.6,0.077
"491",27772,"35-54","Male","Hispanic/Latino","TX",28995881,0.457,446.5,0.076
"492",27773,"25-34","Male","European-American/White","NC",10488084,0.458,419.3,0.073
"493",27774,"25-34","Male","European-American/White","UT",3205958,0.468,260.7,0.047
"494",27775,"35-54","Female","European-American/White","UT",3205958,0.468,260.7,0.047
"495",27776,"15-24","Male","Race unspecified","CA",39512223,0.283,442,0.101
"496",27777,"15-24","Male","European-American/White","MS",2976149,0.558,291.2,0.081
"497",27778,"35-54","Male","Race unspecified","MT",1068778,0.663,469.8,0.059
"498",27779,"15-24","Male","African-American/Black","FL",21477737,0.353,383.6,0.077
"499",27780,"15-24","Male","African-American/Black","FL",21477737,0.353,383.6,0.077
"500",27781,"35-54","Male","Race unspecified","OR",4217737,0.508,291.9,0.076
"501",27782,"35-54","Male","European-American/White","VA",8535519,0.446,208.7,0.062
"502",27783,"25-34","Male","African-American/Black","NY",19453561,0.199,363.8,0.1
"503",27784,"35-54","Male","Race unspecified","FL",21477737,0.353,383.6,0.077
"504",27785,"35-54","Male","Race unspecified","KY",4467673,0.546,259.1,0.066
"505",27787,"15-24","Male","European-American/White","AZ",7278717,0.463,484.8,0.079
"506",27788,"35-54","Male","African-American/Black","MD",6045680,0.302,399.9,0.068
"507",27789,"35-54","Male","Race unspecified","KY",4467673,0.546,259.1,0.066
"508",27790,"35-54","Male","Hispanic/Latino","CA",39512223,0.283,442,0.101
"509",27791,"35-54","Male","Hispanic/Latino","NM",2096829,0.462,778.3,0.084
"510",27794,"25-34","Male","African-American/Black","IL",12671821,0.278,425.9,0.095
"511",27795,"25-34","Male","Race unspecified","NC",10488084,0.458,419.3,0.073
"512",27796,"25-34","Male","Race unspecified","VA",8535519,0.446,208.7,0.062
"513",27797,"25-34","Male","Race unspecified","KY",4467673,0.546,259.1,0.066
"514",27798,"35-54","Male","Race unspecified","TX",28995881,0.457,446.5,0.076
"515",27799,"15-24","Male","African-American/Black","MO",6137428,0.488,542.7,0.061
"516",27800,"15-24","Male","Race unspecified","MO",6137428,0.488,542.7,0.061
"517",27801,"55-74","Male","Race unspecified","LA",4648794,0.531,639.4,0.083
"518",27802,"25-34","Male","Hispanic/Latino","CT",3565287,0.236,181.6,0.079
"519",27803,"35-54","Male","European-American/White","ID",1787065,0.601,242.6,0.054
"520",27804,"35-54","Male","European-American/White","WY",578759,0.662,234.2,0.058
"521",27805,"35-54","Female","Race unspecified","FL",21477737,0.353,383.6,0.077
"522",27806,"0-14","Female","Race unspecified","FL",21477737,0.353,383.6,0.077
"523",27807,"35-54","Male","Race unspecified","OR",4217737,0.508,291.9,0.076
"524",27808,"35-54","Male","Race unspecified","MD",6045680,0.302,399.9,0.068
"525",27809,"55-74","Male","European-American/White","TX",28995881,0.457,446.5,0.076
"526",27810,"25-34","Male","Hispanic/Latino","AZ",7278717,0.463,484.8,0.079
"527",27811,"15-24","Female","Race unspecified","WI",5822434,0.453,323.4,0.063
"528",27812,"15-24","Male","Race unspecified","WI",5822434,0.453,323.4,0.063
"529",27813,"25-34","Male","European-American/White","NJ",8882190,0.147,195.4,0.098
"530",27814,"35-54","Male","African-American/Black","GA",10617423,0.492,400.1,0.065
"531",27815,"35-54","Male","Race unspecified","SC",5148714,0.494,530.7,0.062
"532",27816,"15-24","Male","Race unspecified","IA",3155070,0.436,303.5,0.053
"533",27817,"55-74","Male","Race unspecified","FL",21477737,0.353,383.6,0.077
"534",27818,"55-74","Male","European-American/White","NH",1359711,0.411,146.4,0.067
"535",27819,"35-54","Male","Race unspecified","OK",3956971,0.547,458.6,0.061
"536",27820,"25-34","Male","European-American/White","MA",6892503,0.147,308.8,0.089
"537",27821,"55-74","Male","European-American/White","FL",21477737,0.353,383.6,0.077
"538",27822,"15-24","Male","African-American/Black","FL",21477737,0.353,383.6,0.077
"539",27823,"35-54","Male","African-American/Black","AL",4903185,0.555,453.6,0.059
"540",27824,"25-34","Male","Hispanic/Latino","FL",21477737,0.353,383.6,0.077
"541",27825,"15-24","Male","Race unspecified","MO",6137428,0.488,542.7,0.061
"542",27826,"15-24","Male","Race unspecified","MO",6137428,0.488,542.7,0.061
"543",27827,"15-24","Male","Race unspecified","MO",6137428,0.488,542.7,0.061
"544",27829,"25-34","Male","Race unspecified","NV",3080156,0.473,460.3,0.128
"545",27830,"35-54","Male","Race unspecified","WA",7614893,0.421,293.7,0.084
"546",27831,"25-34","Male","African-American/Black","TN",6829174,0.516,672.7,0.075
"547",27832,"25-34","Male","European-American/White","AZ",7278717,0.463,484.8,0.079
"548",27833,"35-54","Male","European-American/White","IA",3155070,0.436,303.5,0.053
"549",27834,"35-54","Male","European-American/White","CA",39512223,0.283,442,0.101
"550",27835,"55-74","Male","Race unspecified","MD",6045680,0.302,399.9,0.068
"551",27836,"25-34","Male","Hispanic/Latino","WI",5822434,0.453,323.4,0.063
"552",27837,"35-54","Male","Native American/Alaskan","AK",731545,0.645,837.8,0.078
"553",27838,"25-34","Male","European-American/White","CA",39512223,0.283,442,0.101
"554",27839,"35-54","Male","Race unspecified","VA",8535519,0.446,208.7,0.062
"555",27840,"35-54","Male","Race unspecified","WA",7614893,0.421,293.7,0.084
"556",27841,"25-34","Male","European-American/White","LA",4648794,0.531,639.4,0.083
"557",27842,"35-54","Male","Race unspecified","SC",5148714,0.494,530.7,0.062
"558",27843,"35-54","Male","Race unspecified","TX",28995881,0.457,446.5,0.076
"559",27844,"15-24","Male","African-American/Black","SC",5148714,0.494,530.7,0.062
"560",27845,"35-54","Male","Race unspecified","MI",9986857,0.402,478,0.099
"561",27846,"15-24","Male","African-American/Black","VA",8535519,0.446,208.7,0.062
"562",27847,"15-24","Male","African-American/Black","OH",11689100,0.4,308.8,0.081
"563",27848,"15-24","Male","Race unspecified","CA",39512223,0.283,442,0.101
"564",27849,"35-54","Male","Race unspecified","TN",6829174,0.516,672.7,0.075
"565",27850,"35-54","Male","European-American/White","CO",5758736,0.451,423.1,0.073
"566",27851,"25-34","Male","Hispanic/Latino","MO",6137428,0.488,542.7,0.061
"567",27852,"35-54","Male","European-American/White","OR",4217737,0.508,291.9,0.076
"568",27853,"25-34","Female","Race unspecified","WA",7614893,0.421,293.7,0.084
"569",27854,"25-34","Male","Race unspecified","AR",3017804,0.572,671.9,0.061
"570",27855,"25-34","Male","Race unspecified","PA",12801989,0.407,389.5,0.091
"571",27856,"25-34","Male","Race unspecified","PA",12801989,0.407,389.5,0.091
"572",27857,"35-54","Female","African-American/Black","AL",4903185,0.555,453.6,0.059
"573",27858,"25-34","Female","European-American/White","FL",21477737,0.353,383.6,0.077
"574",27859,"35-54","Male","European-American/White","IN",6732219,0.448,357.7,0.071
"575",27860,"0-14","Female","European-American/White","AL",4903185,0.555,453.6,0.059
"576",27861,"35-54","Male","Race unspecified","CA",39512223,0.283,442,0.101
"577",27862,"35-54","Male","Race unspecified","TX",28995881,0.457,446.5,0.076
"578",27863,"35-54","Male","Race unspecified","WA",7614893,0.421,293.7,0.084
"579",27864,"25-34","Male","Hispanic/Latino","NM",2096829,0.462,778.3,0.084
"580",27865,"25-34","Male","African-American/Black","IN",6732219,0.448,357.7,0.071
"581",27867,"35-54","Male","European-American/White","PA",12801989,0.407,389.5,0.091
"582",27868,"35-54","Male","Race unspecified","MA",6892503,0.147,308.8,0.089
"583",27869,"55-74","Male","Race unspecified","FL",21477737,0.353,383.6,0.077
"584",27870,"35-54","Male","Hispanic/Latino","CA",39512223,0.283,442,0.101
"585",27871,"35-54","Male","Race unspecified","MS",2976149,0.558,291.2,0.081
"586",27872,"25-34","Male","African-American/Black","SC",5148714,0.494,530.7,0.062
"587",27874,"15-24","Male","African-American/Black","TN",6829174,0.516,672.7,0.075
"588",27875,"25-34","Male","European-American/White","ME",1344212,0.468,108.6,0.054
"589",27876,"35-54","Male","Race unspecified","MI",9986857,0.402,478,0.099
"590",27877,"55-74","Male","European-American/White","WI",5822434,0.453,323.4,0.063
"591",27878,"35-54","Male","Race unspecified","WV",1792147,0.585,355.9,0.083
"592",27879,"25-34","Male","Race unspecified","NC",10488084,0.458,419.3,0.073
"593",27880,"25-34","Male","Race unspecified","MO",6137428,0.488,542.7,0.061
"594",27881,"35-54","Male","European-American/White","NE",1934408,0.452,334.1,0.042
"595",27883,"35-54","Male","Hispanic/Latino","TX",28995881,0.457,446.5,0.076
"596",27884,"35-54","Male","African-American/Black","GA",10617423,0.492,400.1,0.065
"597",27885,"15-24","Male","Hispanic/Latino","CA",39512223,0.283,442,0.101
"598",27886,"25-34","Male","African-American/Black","TX",28995881,0.457,446.5,0.076
"599",27887,"35-54","Male","Race unspecified","MT",1068778,0.663,469.8,0.059
"600",27888,"35-54","Male","European-American/White","CA",39512223,0.283,442,0.101
"601",27889,"55-74","Male","European-American/White","CA",39512223,0.283,442,0.101
"602",27890,"25-34","Male","Race unspecified","AL",4903185,0.555,453.6,0.059
"603",27891,"35-54","Male","European-American/White","MO",6137428,0.488,542.7,0.061
"604",27892,"35-54","Male","Race unspecified","SC",5148714,0.494,530.7,0.062
"605",27893,"15-24","Female","European-American/White","IL",12671821,0.278,425.9,0.095
"606",27894,"25-34","Male","African-American/Black","CA",39512223,0.283,442,0.101
"607",27895,"15-24","Male","Race unspecified","MN",5639632,0.428,277.5,0.062
"608",27896,"35-54","Male","Hispanic/Latino","TX",28995881,0.457,446.5,0.076
"609",27897,"35-54","Male","Race unspecified","CA",39512223,0.283,442,0.101
"610",27898,"35-54","Male","Race unspecified","MO",6137428,0.488,542.7,0.061
"611",27899,"55-74","Male","Race unspecified","WY",578759,0.662,234.2,0.058
"612",27900,"35-54","Male","European-American/White","FL",21477737,0.353,383.6,0.077
"613",27901,"15-24","Male","Hispanic/Latino","NV",3080156,0.473,460.3,0.128
"614",27902,"35-54","Male","Race unspecified","IA",3155070,0.436,303.5,0.053
"615",27903,"25-34","Male","Race unspecified","WA",7614893,0.421,293.7,0.084
"616",27904,"25-34","Male","Hispanic/Latino","TX",28995881,0.457,446.5,0.076
"617",27905,"35-54","Male","Race unspecified","CA",39512223,0.283,442,0.101
"618",27906,"35-54","Male","African-American/Black","TX",28995881,0.457,446.5,0.076
"619",27907,"55-74","Male","Race unspecified","OH",11689100,0.4,308.8,0.081
"620",27908,"35-54","Male","European-American/White","AR",3017804,0.572,671.9,0.061
"621",27909,"25-34","Male","Race unspecified","CO",5758736,0.451,423.1,0.073
"622",27910,"25-34","Male","Race unspecified","IL",12671821,0.278,425.9,0.095
"623",27911,"35-54","Male","African-American/Black","SC",5148714,0.494,530.7,0.062
"624",27912,"25-34","Male","Hispanic/Latino","AZ",7278717,0.463,484.8,0.079
"625",27913,"35-54","Male","European-American/White","AL",4903185,0.555,453.6,0.059
"626",27914,"35-54","Male","European-American/White","NJ",8882190,0.147,195.4,0.098
"627",27915,"25-34","Male","Race unspecified","NV",3080156,0.473,460.3,0.128
"628",27916,"15-24","Male","European-American/White","CO",5758736,0.451,423.1,0.073
"629",27917,"35-54","Male","Race unspecified","CA",39512223,0.283,442,0.101
"630",27919,"35-54","Female","European-American/White","NM",2096829,0.462,778.3,0.084
"631",27920,"35-54","Male","Race unspecified","TX",28995881,0.457,446.5,0.076
"632",27921,"25-34","Male","Race unspecified","NC",10488084,0.458,419.3,0.073
"633",27922,"25-34","Male","African-American/Black","AL",4903185,0.555,453.6,0.059
"634",27923,"15-24","Male","European-American/White","CA",39512223,0.283,442,0.101
"635",27924,"55-74","Male","Race unspecified","GA",10617423,0.492,400.1,0.065
"636",27925,"35-54","Male","Hispanic/Latino","TX",28995881,0.457,446.5,0.076
"637",27926,"55-74","Male","European-American/White","ME",1344212,0.468,108.6,0.054
"638",27927,"35-54","Male","Race unspecified","NJ",8882190,0.147,195.4,0.098
"639",27930,"55-74","Male","Race unspecified","AR",3017804,0.572,671.9,0.061
"640",27931,"25-34","Male","European-American/White","MT",1068778,0.663,469.8,0.059
"641",27932,"55-74","Male","Asian/Pacific Islander","MD",6045680,0.302,399.9,0.068
"642",27933,"55-74","Male","European-American/White","GA",10617423,0.492,400.1,0.065
"643",27934,"35-54","Male","African-American/Black","IL",12671821,0.278,425.9,0.095
"644",27935,"25-34","Male","European-American/White","TX",28995881,0.457,446.5,0.076
"645",27936,"25-34","Male","Race unspecified","GA",10617423,0.492,400.1,0.065
"646",27937,"55-74","Male","Race unspecified","NJ",8882190,0.147,195.4,0.098
"647",27938,"25-34","Male","Hispanic/Latino","TX",28995881,0.457,446.5,0.076
"648",27939,"25-34","Male","African-American/Black","FL",21477737,0.353,383.6,0.077
"649",27940,"25-34","Male","Race unspecified","IN",6732219,0.448,357.7,0.071
"650",27941,"25-34","Male","African-American/Black","IN",6732219,0.448,357.7,0.071
"651",27944,"35-54","Male","European-American/White","WA",7614893,0.421,293.7,0.084
"652",27945,"35-54","Male","African-American/Black","MO",6137428,0.488,542.7,0.061
"653",27946,"25-34","Male","Hispanic/Latino","CA",39512223,0.283,442,0.101
"654",27947,"35-54","Male","Hispanic/Latino","NV",3080156,0.473,460.3,0.128
"655",27948,"35-54","Male","European-American/White","KY",4467673,0.546,259.1,0.066
"656",27950,"25-34","Male","Race unspecified","CA",39512223,0.283,442,0.101
"657",27951,"35-54","Male","Race unspecified","TX",28995881,0.457,446.5,0.076
"658",27952,"35-54","Male","Race unspecified","WI",5822434,0.453,323.4,0.063
"659",27953,"25-34","Male","European-American/White","AZ",7278717,0.463,484.8,0.079
"660",27954,"15-24","Male","African-American/Black","WA",7614893,0.421,293.7,0.084
"661",27955,"25-34","Male","Race unspecified","TX",28995881,0.457,446.5,0.076
"662",27956,"25-34","Male","Race unspecified","UT",3205958,0.468,260.7,0.047
"663",27957,"35-54","Male","Race unspecified","MN",5639632,0.428,277.5,0.062
"664",27958,"35-54","Male","European-American/White","CA",39512223,0.283,442,0.101
"665",27959,"25-34","Male","African-American/Black","AR",3017804,0.572,671.9,0.061
"666",27960,"0-14","Male","African-American/Black","AR",3017804,0.572,671.9,0.061
"667",27961,"35-54","Male","Race unspecified","FL",21477737,0.353,383.6,0.077
"668",27962,"15-24","Male","African-American/Black","CO",5758736,0.451,423.1,0.073
"669",27963,"25-34","Male","Race unspecified","IL",12671821,0.278,425.9,0.095
"670",27964,"35-54","Male","Race unspecified","CA",39512223,0.283,442,0.101
"671",27965,"35-54","Male","European-American/White","KS",2913314,0.489,425,0.059
"672",27966,"25-34","Male","Race unspecified","CA",39512223,0.283,442,0.101
"673",27967,"55-74","Male","Race unspecified","IN",6732219,0.448,357.7,0.071
"674",27968,"35-54","Male","European-American/White","TX",28995881,0.457,446.5,0.076
"675",27969,"35-54","Male","Race unspecified","GA",10617423,0.492,400.1,0.065
"676",27970,"35-54","Male","African-American/Black","MS",2976149,0.558,291.2,0.081
"677",27971,"15-24","Male","Hispanic/Latino","TX",28995881,0.457,446.5,0.076
"678",27972,"15-24","Male","Race unspecified","IN",6732219,0.448,357.7,0.071
"679",27973,"15-24","Female","Race unspecified","IN",6732219,0.448,357.7,0.071
"680",27974,"35-54","Male","Race unspecified","NY",19453561,0.199,363.8,0.1
"681",27975,"35-54","Male","European-American/White","NC",10488084,0.458,419.3,0.073
"682",27976,"35-54","Male","Race unspecified","FL",21477737,0.353,383.6,0.077
"683",27977,"25-34","Male","Hispanic/Latino","CA",39512223,0.283,442,0.101
"684",27978,"25-34","Male","Race unspecified","CO",5758736,0.451,423.1,0.073
"685",27979,"35-54","Male","Race unspecified","FL",21477737,0.353,383.6,0.077
"686",27980,"15-24","Male","African-American/Black","OK",3956971,0.547,458.6,0.061
"687",27981,"35-54","Male","Hispanic/Latino","CA",39512223,0.283,442,0.101
"688",27982,"35-54","Male","Hispanic/Latino","NV",3080156,0.473,460.3,0.128
"689",27983,"15-24","Male","Hispanic/Latino","TX",28995881,0.457,446.5,0.076
"690",27984,"35-54","Male","European-American/White","NV",3080156,0.473,460.3,0.128
"691",27985,"35-54","Male","Race unspecified","IN",6732219,0.448,357.7,0.071
"692",27986,"35-54","Male","Race unspecified","NV",3080156,0.473,460.3,0.128
"693",27987,"25-34","Male","Race unspecified","MO",6137428,0.488,542.7,0.061
"694",27988,"35-54","Male","Race unspecified","AL",4903185,0.555,453.6,0.059
"695",27989,"15-24","Male","Hispanic/Latino","NC",10488084,0.458,419.3,0.073
"696",27990,"55-74","Female","European-American/White","CA",39512223,0.283,442,0.101
"697",27991,"15-24","Male","African-American/Black","MO",6137428,0.488,542.7,0.061
"698",27992,"25-34","Male","Race unspecified","OK",3956971,0.547,458.6,0.061
"699",27993,"25-34","Female","Race unspecified","OK",3956971,0.547,458.6,0.061
